GENES,TS_0_0,TS_4_0,TS_6_0,TS_3_0,TS_7_0,TS_2_0,TS_8_0,TS_1_0,TS_9_0,TS_5_0,TS_1_1,TS_8_1,TS_2_1,TS_0_1,TS_4_1,TS_6_1,TS_9_1,TS_5_1,TS_7_1,TS_3_1,TS_2_2,TS_7_2,TS_1_2,TS_0_2,TS_3_2,TS_5_2,TS_9_2,TS_4_2,TS_6_2,TS_8_2,TS_0_3,TS_4_3,TS_3_3,TS_7_3,TS_6_3,TS_8_3,TS_2_3,TS_5_3,TS_9_3,TS_1_3,TS_8_4,TS_0_4,TS_4_4,TS_1_4,TS_5_4,TS_2_4,TS_7_4,TS_3_4,TS_9_4,TS_6_4,TS_3_5,TS_9_5,TS_6_5,TS_4_5,TS_7_5,TS_8_5,TS_1_5,TS_5_5,TS_2_5,TS_0_5,TS_1_6,TS_4_6,TS_9_6,TS_8_6,TS_2_6,TS_0_6,TS_5_6,TS_6_6,TS_7_6,TS_3_6,TS_9_7,TS_6_7,TS_7_7,TS_3_7,TS_5_7,TS_0_7,TS_2_7,TS_4_7,TS_1_7,TS_8_7,TS_5_8,TS_4_8,TS_9_8,TS_6_8,TS_0_8,TS_3_8,TS_1_8,TS_7_8,TS_2_8,TS_8_8,TS_5_9,TS_9_9,TS_8_9,TS_1_9,TS_4_9,TS_7_9,TS_0_9,TS_6_9,TS_3_9,TS_2_9,TS_5_10,TS_6_10,TS_8_10,TS_7_10,TS_9_10,TS_0_10,TS_1_10,TS_2_10,TS_3_10,TS_4_10,TS_1_11,TS_2_11,TS_9_11,TS_3_11,TS_5_11,TS_6_11,TS_4_11,TS_7_11,TS_0_11,TS_8_11,TS_6_12,TS_1_12,TS_9_12,TS_3_12,TS_7_12,TS_8_12,TS_2_12,TS_0_12,TS_4_12,TS_5_12,TS_8_13,TS_4_13,TS_7_13,TS_9_13,TS_6_13,TS_0_13,TS_2_13,TS_5_13,TS_3_13,TS_1_13,TS_0_14,TS_2_14,TS_8_14,TS_4_14,TS_3_14,TS_7_14,TS_1_14,TS_9_14,TS_5_14,TS_6_14,TS_0_15,TS_1_15,TS_8_15,TS_7_15,TS_4_15,TS_2_15,TS_6_15,TS_5_15,TS_3_15,TS_9_15,TS_8_16,TS_9_16,TS_0_16,TS_7_16,TS_4_16,TS_3_16,TS_5_16,TS_2_16,TS_1_16,TS_6_16,TS_3_17,TS_8_17,TS_0_17,TS_6_17,TS_7_17,TS_4_17,TS_2_17,TS_9_17,TS_1_17,TS_5_17,TS_0_18,TS_8_18,TS_4_18,TS_9_18,TS_3_18,TS_1_18,TS_7_18,TS_6_18,TS_2_18,TS_5_18,TS_5_19,TS_0_19,TS_8_19,TS_9_19,TS_2_19,TS_7_19,TS_3_19,TS_6_19,TS_1_19,TS_4_19,TS_4_20,TS_7_20,TS_6_20,TS_5_20,TS_3_20,TS_2_20,TS_1_20,TS_0_20,TS_8_20,TS_9_20
G31,0.4263697,0.5475713,0.6153298,0.4714481,0.6092123,0.5382127,0.5497879,0.5442362,0.5983669,0.5230665,0.4786467,0.2450131,0.4341507,0.3415466,0.6326149,0.4075625,0.5905081,0.4661052,0.5741583,0.3894789,0.342414,0.472472,0.4836071,0.2720183,0.3738041,0.499164,0.4716592,0.5138189,0.3399178,0.2923387,0.2511056,0.4357934,0.5023153,0.4940334,0.3547488,0.2013463,0.3826554,0.5240564,0.5712574,0.4925166,0.2065718,0.2472007,0.421123,0.4170851,0.4514408,0.4457546,0.4246332,0.4480245,0.5833688,0.4457939,0.4982086,0.5692829,0.3874278,0.4877167,0.4489953,0.2761328,0.4296891,0.5649763,0.2608132,0.2535466,0.5496439,0.5062994,0.4300999,0.1813175,0.304767,0.186816,0.488656,0.2935977,0.49912,0.3521566,0.4914078,0.3958945,0.4210904,0.3731109,0.5360602,0.1685225,0.2476264,0.554824,0.502913,0.3144095,0.500069,0.462457,0.4727101,0.4640743,0.1361869,0.322829,0.5152621,0.4790061,0.2944995,0.3003839,0.3789383,0.643658,0.2877302,0.500717,0.4764717,0.4710203,0.2022994,0.3835325,0.4409252,0.3285355,0.3778439,0.4734088,0.2302524,0.5233843,0.4469499,0.2311474,0.4708059,0.2492421,0.4614101,0.6254957,0.5313923,0.2773691,0.5473936,0.7642646,0.4512304,0.4909175,0.5578799,0.5275934,0.3571975,0.562801,0.3989199,0.4269619,0.4636453,0.5832352,0.4706697,0.6101919,0.4593999,0.5180532,0.5156441,0.48174,0.5673579,0.4820006,0.4708602,0.6747916,0.4558859,0.5629034,0.4780766,0.4453032,0.67214,0.4431655,0.4422932,0.5159655,0.531638,0.497726,0.5203231,0.4209968,0.5149051,0.5161543,0.4596469,0.4107048,0.5155246,0.3513871,0.3867352,0.4249153,0.4596418,0.4863274,0.481751,0.4741259,0.4568518,0.4099788,0.4718018,0.3725894,0.5005715,0.5022618,0.5350351,0.4378477,0.4105593,0.6660437,0.5362908,0.54322,0.4487984,0.5532494,0.4960566,0.5571111,0.6534187,0.540664,0.5107657,0.4645477,0.4568317,0.4222605,0.4964444,0.5568916,0.5002602,0.4246647,0.5939555,0.4857847,0.5029459,0.5434718,0.5098858,0.5392975,0.4903984,0.4307669,0.4915265,0.4810552,0.5862072,0.540661,0.5175378,0.4764428,0.4751073,0.5067506,0.5304716,0.6064683,0.505633,0.5286709,0.5169245,0.5541869,0.5950345,0.4477336,0.4166604,0.5243726
G32,0.2346666,0.2754104,0.2456781,0.2484319,0.2575874,0.232418,0.2913424,0.2367016,0.1987917,0.2617339,0.2446813,0.0797381,0.1419265,0.26557,0.064443,0.2704092,0.2495514,0.2914033,0.2393615,0.2492561,0.0773832,0.240401,0.2800348,0.2319797,0.2907196,0.2252097,0.2311133,0.0137769,0.2302263,0.0475837,0.1730574,0.0024062,0.268378,0.2510848,0.2534655,0.1316982,0.0548757,0.1844988,0.2890959,0.1917501,0.1566681,0.1475509,0.0052178,0.2666405,0.264765,0.0582579,0.2355864,0.5596586,0.2495768,0.2575222,0.6142029,0.2868485,0.3042997,0.0029576,0.2156726,0.123317,0.2780078,0.2604874,0.0445386,0.3331333,0.264951,0.0058864,0.3317916,0.1017217,0.041583,0.1840553,0.261367,0.2896626,0.1849701,0.5946907,0.254974,0.2815705,0.1925151,0.4827912,0.2481531,0.2864235,0.072345,0.0104828,0.2296209,0.0925166,0.278602,0.0060504,0.2556136,0.2704357,0.1875883,0.6546464,0.2465094,0.2395483,0.069599,0.1106373,0.2223122,0.2166177,0.1327247,0.1839351,0.0051671,0.1929919,0.163783,0.2406848,0.6304399,0.0418664,0.3028637,0.2383917,0.0530666,0.1860229,0.2014763,0.2370119,0.2251103,0.0393002,0.6458359,0.0165491,0.2388523,0.1253928,0.2488361,0.4907633,0.2149213,0.235612,0.2389915,0.1659487,0.2088116,0.2140021,0.2003134,0.3256876,0.211809,0.3138585,0.1543757,0.2322621,0.2020682,0.2486772,0.2678898,0.2285752,0.2785135,0.2433269,0.3212822,0.2722068,0.1370917,0.2544101,0.2099988,0.1971143,0.3324689,0.2114616,0.2140439,0.2536086,0.2176476,0.1466336,0.2105298,0.222541,0.2874581,0.189473,0.2057593,0.2521629,0.2199155,0.2212019,0.1881229,0.2289196,0.1930125,0.2224987,0.2163339,0.2093525,0.2127036,0.1918309,0.2201806,0.1902171,0.243111,0.3283439,0.2909763,0.1765495,0.2595135,0.1919161,0.2221485,0.2394676,0.3131385,0.1628462,0.2555473,0.2641503,0.2523644,0.2257416,0.2282165,0.2574733,0.1813278,0.164694,0.2134617,0.1967937,0.220603,0.1671062,0.1865503,0.2275559,0.203481,0.3047017,0.201597,0.2896679,0.1673285,0.192266,0.2120528,0.2497943,0.259919,0.2080142,0.1763258,0.2480607,0.189435,0.2375734,0.2086277,0.2236104,0.2578285,0.2707009,0.2727237,0.2561205,0.2628873,0.1981104,0.257961,0.2442192
G33,0.6283324,0.6453517,0.7316613,0.5946553,0.664168,0.6789045,0.7179819,0.6467307,0.5942555,0.6968876,0.5542414,0.7235213,0.5532507,0.3472059,0.6272414,0.3218316,0.6158662,0.4272474,0.5858868,0.6338873,0.3123819,0.7291003,0.6839889,0.1578731,0.6756484,0.3971789,0.6056981,0.6746582,0.1644029,0.5955042,0.2229589,0.7859192,0.672024,0.7499423,0.1704344,0.6220046,0.3071133,0.4938646,0.7778362,0.6620433,0.7008571,0.1777062,0.7097951,0.6691617,0.408592,0.1856207,0.7011316,0.7836209,0.668503,0.1381689,0.7559881,0.7751782,0.1517836,0.6135043,0.7498286,0.5956165,0.7307494,0.3702887,0.2674467,0.1471581,0.7973432,0.690061,0.7054814,0.6866735,0.2350574,0.1680335,0.392338,0.168509,0.6706228,0.7387158,0.6863446,0.1341727,0.6786122,0.7291747,0.3809572,0.0960196,0.2379826,0.7015189,0.7608494,0.5972791,0.460453,0.7392024,0.803037,0.1888106,0.2061178,0.6928577,0.7618768,0.7125738,0.2575555,0.7814119,0.408255,0.7026567,0.6926152,0.756596,0.7370089,0.6458935,0.1593027,0.1283015,0.7379974,0.270629,0.4674727,0.1981391,0.7906083,0.6522341,0.6919476,0.1600928,0.7624783,0.2917244,0.7373238,0.6542573,0.7358416,0.579975,0.6710273,0.8019738,0.6292828,0.6354753,0.8359942,0.583895,0.4793496,0.7153918,0.6835317,0.6380856,0.6386848,0.6684072,0.5846355,0.8618604,0.5792735,0.6170255,0.7863668,0.6081756,0.6196036,0.8309185,0.710533,0.7297953,0.6975538,0.6424018,0.767387,0.7074202,0.7661037,0.7435699,0.6430335,0.7004032,0.7624395,0.8476958,0.6900212,0.7595571,0.7059662,0.8174295,0.6398111,0.6211669,0.6110163,0.6834221,0.7933694,0.618926,0.6422417,0.7447318,0.7520968,0.67375,0.7553492,0.761756,0.7079388,0.6682238,0.7597325,0.6713046,0.7259354,0.5930459,0.6709335,0.7138953,0.8073317,0.7088512,0.7031227,0.9111805,0.729986,0.7146065,0.7057524,0.7431675,0.7258037,0.6100429,0.6179338,0.6338925,0.685017,0.6942141,0.6858164,0.8569418,0.8460702,0.645128,0.6008222,0.7639148,0.6589242,0.6746484,0.6856718,0.70219,0.6770846,0.7336151,0.6181855,0.6667538,0.7251279,0.727616,0.7169159,0.6717998,0.6613057,0.7118689,0.5931995,0.6771258,0.7550177,0.6514911,0.6016924,0.6381966,0.6069574,0.718001
G34,0.1130747,0.1682442,0.1541469,0.1836187,0.2129631,0.1700576,0.1802496,0.2284726,0.197378,0.2384076,0.1675163,0.1494589,0.1610477,0.1525715,0.0672821,0.1588286,0.1462431,0.2626043,0.1498355,0.1654468,0.1847252,0.1195102,0.1566347,0.1834127,0.1899068,0.1371311,0.154893,0.0177841,0.2331129,0.1771587,0.1840762,0.0181616,0.1819225,0.096865,0.162138,0.1441574,0.1899943,0.1797407,0.210809,0.1535235,0.1390517,0.1451032,8.61e-05,0.1509787,0.1775113,0.103477,0.1539347,0.1284792,0.1371753,0.1781216,0.1425932,0.1397219,0.2519052,0.0140659,0.1714164,0.2542368,0.2033679,0.1112756,0.1319912,0.1592118,0.161761,0.0007479,0.1875303,0.1828561,0.1373181,0.1615301,0.1097557,0.1426272,0.1557977,0.1870164,0.153395,0.145497,0.1674327,0.2254937,0.1637162,0.242707,0.1819954,0.0027951,0.1828719,0.1509834,0.1043575,0.0004023,0.1747264,0.1439901,0.2094657,0.1310589,0.164694,0.1801203,0.1535786,0.1546115,0.1652607,0.1925178,0.1682193,0.1476372,0.0010402,0.1680538,0.2142875,0.1736939,0.2014212,0.1770488,0.1054969,0.2059548,0.1934318,0.1258911,0.1379022,0.2115146,0.1602946,0.2128496,0.158275,0.000361,0.1928778,0.1567797,0.1547162,0.1638334,0.079963,0.1266669,0.0703495,0.213234,0.1927027,0.1476966,0.215599,0.1879471,0.1622536,0.1391788,0.1911562,0.2473865,0.1624855,0.2657974,0.2024926,0.16961,0.19202,0.1946261,0.1824708,0.1333372,0.1560942,0.1692128,0.2059434,0.1544881,0.1581814,0.1483123,0.1790269,0.1259602,0.1630542,0.173807,0.1437797,0.1796974,0.158039,0.1779265,0.1545682,0.141223,0.1668479,0.1461557,0.207914,0.2153744,0.1705531,0.17725,0.1744238,0.1367527,0.1726348,0.2042629,0.1377139,0.1970366,0.2006883,0.1507466,0.135663,0.1936554,0.1612841,0.1640379,0.1879502,0.1585618,0.1754629,0.1556037,0.1269794,0.1599597,0.1974708,0.1659328,0.1832534,0.2257295,0.1919397,0.1444595,0.1105496,0.1555114,0.1919638,0.1517207,0.1844578,0.2426818,0.1219687,0.1401401,0.1432168,0.230278,0.1898904,0.1680958,0.1907482,0.1196072,0.1264526,0.1756448,0.1787243,0.125686,0.1224845,0.1646263,0.1748764,0.1600495,0.1840129,0.1755748,0.1822621,0.1594975,0.1649405,0.1135504,0.1721894,0.2264579
G35,0.3349806,0.245304,0.2792361,0.2873003,0.2436567,0.2928004,0.2192726,0.2512628,0.1625533,0.2061004,0.6176177,0.1475785,0.2386303,0.2421216,0.242507,0.21231,0.2091252,0.2034879,0.2721888,0.5183177,0.5450689,0.1813433,0.5703412,0.237859,0.5672039,0.2452561,0.2537867,0.2577285,0.1647776,0.033242,0.2310551,0.2107716,0.5799499,0.1381087,0.2654748,0.0313244,0.4269267,0.1851372,0.3054304,0.5790025,0.0115134,0.3042952,0.1477414,0.6208524,0.2310062,0.484638,0.2326053,0.5890711,0.2073266,0.2289634,0.6926114,0.1803461,0.3312232,0.2300049,0.2489559,0.0142784,0.6353822,0.3367383,0.627208,0.4081065,0.6553312,0.3167338,0.182152,0.0153771,0.5365912,0.5561082,0.1705684,0.3545939,0.2532911,0.6321387,0.2010447,0.227654,0.2771672,0.6038855,0.2832376,0.5812455,0.552978,0.3519995,0.5511511,0.017915,0.2892338,0.1899307,0.2063556,0.1544376,0.6333035,0.713498,0.5722271,0.2871251,0.6104826,0.042241,0.3430035,0.2780284,0.0172682,0.6728471,0.1869104,0.3025213,0.4307726,0.3164126,0.5500197,0.5867437,0.3525419,0.332072,0.0236411,0.2076732,0.2182466,0.3823832,0.6979624,0.5440786,0.6583918,0.1383038,0.2645479,0.5356032,0.2457815,0.0981115,0.3697644,0.2168069,0.2297566,0.2797785,0.3175388,0.0327651,0.3664304,0.2499433,0.2908633,0.0426665,0.3061038,0.1454446,0.3474343,0.2694627,0.1559493,0.4057085,0.1793074,0.1778385,0.2988817,0.1941937,0.3117222,0.1555242,0.1920178,0.1712801,0.0770884,0.2768532,0.1310746,0.1759371,0.1818015,0.2621359,0.1673485,0.2239261,0.3815112,0.1974843,0.1457574,0.3092011,0.175817,0.3755303,0.236841,0.2017051,0.2488667,0.2043675,0.2891331,0.1825771,0.1995053,0.2047156,0.159553,0.2081237,0.2490898,0.2167224,0.1989512,0.1991127,0.2328941,0.215227,0.2480661,0.2780634,0.2161206,0.1172076,0.2917255,0.1258811,0.1626258,0.1510726,0.1746862,0.2301955,0.2959003,0.3755469,0.2984854,0.1236205,0.1570627,0.2777422,0.2169839,0.2648383,0.250708,0.2566233,0.2547041,0.3162417,0.252917,0.2516464,0.2615346,0.2982588,0.1648508,0.1400317,0.2007771,0.184317,0.3566096,0.1388909,0.1433736,0.1175732,0.2611201,0.2576176,0.2735215,0.160973,0.2951105,0.2785028,0.2743165,0.2498033
G36,0.0246118,0.0178258,0.0441282,0.0311631,0.0243322,0.0239966,0.0362918,0.0381818,0.0169622,0.0203446,0.03054,0.0103858,0.0133037,0.023805,0.026835,0.0397286,0.0426034,0.0147496,0.00837,0.0094893,0.0127092,0.051366,0.0498018,0.0197152,0.001408,0.0139703,0.0273611,0.025765,0.0187446,0.013343,0.0046299,0.0425458,8.9e-06,0.0348228,0.0149909,0.0292669,0.0153071,0.0557788,0.0622039,0.0320143,0.0223759,0.0032773,0.0179312,0.0371586,0.0202404,0.0277012,0.0358717,0.0046687,0.0282292,0.0102554,0.0058048,0.0463307,0.0125362,0.0343912,0.032047,0.0153544,0.0395432,0.0132047,0.0220216,0.0016708,0.0133741,0.0061646,0.0254695,0.0170614,0.0236303,0.000503,0.0083077,0.0254252,0.0156873,0.0144297,0.0176815,0.0188833,0.0190518,0.0743725,0.0408635,0.0015356,0.0308842,0.0236046,0.0214176,0.0092336,0.0390752,0.0218607,0.0373141,0.0323809,0.0003398,0.0491752,0.0271526,0.0091992,0.0175608,0.0178277,0.013863,0.0248438,0.0060633,0.0300676,0.0445671,0.0153789,0.000304,0.0229546,0.0579848,0.0702676,0.0217024,0.0242726,0.0154664,0.0217096,0.0277344,8.8e-06,0.032882,0.044502,0.052957,0.0122259,0.0498652,0.0295918,0.0424222,0.2220468,0.0257651,0.0069887,0.0161158,0.0275074,0.0122812,0.0455272,0.0417388,0.0237792,0.0206018,0.0995666,0.0128727,0.0395806,0.0239577,0.0399411,0.0105471,0.0266246,0.012627,0.0113357,0.026511,0.0333461,0.0457476,0.0279709,0.0182561,0.0217246,0.0338737,0.0442065,0.0136772,0.0363057,0.0131969,0.0246828,0.0195471,0.0213951,0.0427874,0.0179277,0.0416157,0.023814,0.0616788,0.0241874,0.0152564,0.0168339,0.0162433,0.016767,0.0411539,0.0402938,0.0172904,0.027467,0.037136,0.0475988,0.0173622,0.0179052,0.0508618,0.0217263,0.0158349,0.0466017,0.0317739,0.0295377,0.0089202,0.0537901,0.0543363,0.0186831,0.021555,0.0271517,0.0183042,0.0756187,0.0143942,0.0136932,0.0350171,0.0288563,0.0226736,0.0352937,0.0174389,0.031597,0.0403604,0.0309212,0.0208727,0.0081344,0.0332072,0.0123292,0.0186204,0.0088422,0.0184888,0.0278692,0.0164069,0.0197728,0.0179283,0.03863,0.0535184,0.0264183,0.0209918,0.0102553,0.0255831,0.0531212,0.0229657,0.0304646,0.0422998,0.010389
G37,0.0278495,0.0119523,0.0075932,0.0092463,0.0232615,0.0091219,0.0143944,0.0079154,0.0141186,0.0081627,0.0018674,0.001691,0.0123649,0.0107583,0.0068691,0.0094855,0.0053959,0.0040946,0.0024169,0.0119794,0.0417875,0.0073818,0.0008971,0.0224949,0.0043453,0.0131934,0.0042928,0.0099186,0.0172927,0.0001645,0.0490243,0.0070817,0.0035883,0.0095812,0.0460691,0.0001261,0.0284082,0.0038325,0.0014777,0.0016594,0.0,0.0594317,0.0220987,0.0030792,0.0180724,0.0356895,2.09e-05,0.0042149,0.0192358,0.1700052,0.0303472,0.0037306,0.2539346,0.009798,0.0077258,0.0025918,0.0002072,0.0337992,0.0715552,0.1407191,0.0001763,0.0096924,0.0052289,0.0007562,0.0356251,0.1137824,0.0171221,0.2016438,0.0052559,0.0165944,0.0137092,0.1668587,0.0003928,0.0122041,0.0093096,0.1562731,0.0302937,0.0046862,0.0001802,0.0059957,0.0036429,0.0161549,0.0080952,0.1239213,0.1296828,0.0221403,0.0025457,0.001579,0.0439193,0.0009853,0.001302,0.0112662,8.1e-06,0.0,0.0019104,0.0019749,0.1138528,0.1251894,0.0165469,0.0409848,0.0026929,0.1264569,0.0,0.0034719,0.0069431,0.1874552,0.001152,0.0351326,0.0037499,0.0151762,0.0062892,0.036157,0.0126403,0.0112309,0.0173967,0.04757,0.0028335,0.0062524,0.1096158,0.0021931,0.0050309,0.0122636,0.0035786,0.005676,0.0160502,0.0047851,0.0176244,0.0275871,0.0044739,0.0230014,0.004731,0.0115742,0.0033694,0.0092798,0.0067173,0.0090227,0.0055646,0.0075544,0.0059138,0.0017801,0.012842,0.0034012,0.0156752,0.0106047,0.0019095,0.0090857,0.0109855,0.0081225,0.0102499,0.0065932,0.0130284,0.0109621,0.0255458,0.0157107,0.0211667,0.0070936,0.0059995,0.0100577,0.0168015,0.0446191,0.0305101,0.0127678,0.004196,0.0167309,0.0055391,0.0166718,0.0055432,0.0026646,0.0097714,0.0058744,0.0065676,0.004869,0.0158273,0.0156157,0.011637,0.0132611,0.003278,0.0152223,0.0147136,0.0072465,0.014862,0.0065808,0.0199316,0.0076995,0.0144707,0.0053159,0.0113805,0.0177846,0.0135343,0.0135751,0.0028419,0.0029542,0.0164548,0.0055627,0.0015316,0.0166288,0.0284541,0.0128173,0.010106,0.0204013,0.0064741,0.0059249,0.0029761,0.0041878,0.0268092,0.0016539,0.0108072,0.0101679,0.0148937,0.0244142
G38,0.7630533,0.6855027,0.7535574,0.7769866,0.772936,0.83907,0.6592907,0.7201144,0.7169592,0.6564082,0.4936564,0.5439017,0.6264824,0.5280022,0.7289769,0.6749815,0.7270296,0.5659248,0.6877472,0.7607613,0.7340804,0.6981615,0.5062941,0.4880402,0.5906365,0.5464963,0.6652423,0.754221,0.5968589,0.7420945,0.62251,0.7790516,0.6747748,0.7730798,0.728415,0.6562963,0.6650204,0.5065439,0.7931611,0.4718569,0.7154738,0.6100691,0.8020829,0.5975547,0.5548078,0.7063514,0.8285957,0.6065631,0.6440565,0.7541767,0.6852035,0.7491142,0.6244971,0.6036027,0.7308159,0.7126385,0.4904264,0.7317538,0.605029,0.478896,0.4730972,0.6774382,0.6716524,0.5829403,0.7295283,0.530867,0.7121753,0.6659378,0.7182907,0.7087829,0.8127096,0.7164338,0.7645611,0.7275583,0.5841535,0.596287,0.7900468,0.8231125,0.5979776,0.5801602,0.6051183,0.684118,0.5993075,0.6856711,0.5776951,0.7197715,0.4352725,0.7115847,0.630335,0.6293176,0.6384652,0.8768432,0.6131731,0.5101381,0.7448785,0.8269108,0.4888133,0.8021909,0.5926198,0.5387615,0.479264,0.747097,0.640927,0.6184545,0.7762066,0.5381542,0.5496487,0.7082667,0.7097481,0.7086084,0.7066822,0.796578,0.737338,0.7617503,0.5059397,0.6268356,0.6242478,0.6812967,0.6992148,0.699778,0.6957338,0.5322781,0.6762727,0.6724128,0.7054684,0.8075619,0.7364664,0.6580822,0.7144272,0.5524804,0.6683472,0.6748251,0.7374871,0.6382167,0.6612212,0.6986801,0.6933289,0.684007,0.749448,0.5531877,0.6133367,0.7202762,0.7241694,0.6971947,0.6427117,0.6418583,0.7057062,0.604737,0.7340903,0.5968848,0.6478892,0.5837613,0.6727975,0.7144873,0.7431744,0.7072635,0.6689393,0.5598817,0.8111478,0.7612764,0.8046245,0.634102,0.7734405,0.7225688,0.7848247,0.765547,0.7148461,0.645129,0.8073809,0.6488339,0.5575272,0.7443213,0.5815285,0.6593985,0.6725216,0.7072422,0.7250326,0.7211446,0.7163768,0.7135151,0.587525,0.7663216,0.7440117,0.6712073,0.7545331,0.6227004,0.7355291,0.7674326,0.6003711,0.6818259,0.7645092,0.7016317,0.6561542,0.6991366,0.7601268,0.7795694,0.6949129,0.7283546,0.7090276,0.7898961,0.6686579,0.7294936,0.7939134,0.7825421,0.6964625,0.7541935,0.5674421,0.6655998,0.6731376,0.6270205
G39,0.6122826,0.674814,0.7239688,0.6705676,0.761299,0.703426,0.6903814,0.6699506,0.6640795,0.683381,0.7340155,0.6846295,0.7226276,0.6077448,0.7170173,0.6290617,0.772616,0.6509062,0.7593541,0.6198267,0.7622993,0.7086587,0.6403191,0.7017587,0.6738037,0.7111009,0.6080116,0.5977161,0.7417403,0.6592396,0.6814829,0.7932134,0.4266963,0.6030892,0.796393,0.4437219,0.66796,0.715147,0.5624765,0.8323802,0.3307189,0.747732,0.7385651,0.8597406,0.6815115,0.6336281,0.6122028,0.2396636,0.7628879,0.7226417,0.1384158,0.7144657,0.6699253,0.7433001,0.5385279,0.4960778,0.8549122,0.6851304,0.6826046,0.6866265,0.6967077,0.5937256,0.5992415,0.5095302,0.7203497,0.6532809,0.6926491,0.5799593,0.7306258,0.1157963,0.6344004,0.6706884,0.6558592,0.0807553,0.746707,0.7132166,0.6147597,0.6127789,0.7040094,0.4965899,0.7148416,0.6253057,0.6831042,0.6437346,0.8590068,0.0548998,0.6797385,0.7285429,0.6197794,0.4614373,0.6769885,0.5917818,0.5254056,0.7165161,0.7393762,0.6160144,0.6784653,0.6168297,0.0697135,0.6368915,0.7029522,0.7210414,0.5853119,0.6063175,0.6464944,0.559485,0.6137532,0.6863287,0.0836166,0.6641344,0.6020544,0.8567052,0.6119919,0.1772483,0.7823391,0.6942944,0.6789067,0.6596726,0.714417,0.6474487,0.5634833,0.6880434,0.7393432,0.464914,0.6265902,0.7542104,0.7428953,0.6996815,0.6515737,0.7179082,0.6787452,0.7523094,0.6502963,0.8045414,0.5946147,0.7204636,0.5783702,0.7858742,0.6993135,0.6511464,0.6848533,0.6554358,0.7259779,0.7322143,0.6377895,0.8067578,0.6272538,0.7014502,0.5895527,0.7491941,0.6342826,0.6772593,0.7258069,0.7854354,0.5469881,0.6325377,0.7043874,0.7386876,0.6370795,0.6979838,0.7962534,0.8807868,0.6842503,0.6534507,0.7931062,0.6444812,0.634372,0.7695776,0.7676187,0.6786454,0.6333319,0.6403713,0.7225785,0.685684,0.7105397,0.5983987,0.7105165,0.7287891,0.7265697,0.7257218,0.7098004,0.6995545,0.6991775,0.5992282,0.7775634,0.7162838,0.5837055,0.6946292,0.7629081,0.6959635,0.7411673,0.7012344,0.7826085,0.748577,0.6087531,0.7822661,0.7701655,0.821203,0.6065448,0.5627561,0.8064893,0.6616749,0.6125807,0.6605932,0.7117172,0.7675206,0.7778755,0.7896348,0.7364091,0.6488521
G40,0.0266199,0.0266712,0.0206964,0.0464439,0.0285709,0.0189621,0.0392443,0.0090096,0.0146124,0.0416522,0.0128893,0.0206405,0.0230672,0.0428028,0.0023906,0.0201692,0.0160563,0.0242682,0.0452512,0.0370153,0.0253929,0.0397521,0.0025815,0.0561546,0.0318017,0.0096086,0.0147263,0.0078179,0.0135799,0.0217648,0.0443969,0.0035084,0.0711484,0.0101004,0.0159994,0.0252122,0.0285964,0.0154255,0.0051537,0.0104593,0.0131715,0.0152962,0.0025413,0.0147161,0.0069053,0.0170877,0.0212782,0.0560042,0.0052781,0.0386079,0.0345614,0.0009105,0.0404974,0.0068177,0.0178431,0.0319033,0.0220402,0.0292096,0.0314242,0.0215857,0.0148296,0.0547362,0.0033811,0.0247935,0.0198196,0.0150949,0.0425635,0.0321335,0.0267843,0.017746,0.0023059,0.0161995,0.0347182,0.0647898,0.02797,0.0232986,0.011668,0.0093214,0.0023965,0.0112856,0.0138,0.0028739,0.0088721,0.0082365,0.0215691,0.0265058,0.0040387,0.026403,0.0141582,0.0214558,0.0103083,0.0018148,0.029032,0.0155838,0.0047126,0.0219141,0.0160799,0.0319891,0.0405827,0.0236669,0.0311392,0.0139175,0.0467252,0.0259705,0.0135398,0.0068694,0.0017247,0.0086834,0.0258453,4.43e-05,0.015441,0.0362713,0.0660868,0.0653731,0.0093544,0.0639314,0.0098389,0.0167739,0.0315538,0.0081965,0.0670488,0.032011,0.0174185,0.0446836,0.0409875,0.0363387,0.0275681,0.0168035,0.0190971,0.0124588,0.0709929,0.0203912,0.0382756,0.0246532,0.0269143,0.0168669,0.0152238,0.0162756,0.0312831,0.033254,0.0591862,0.0203671,0.0374917,0.0176976,0.0241862,0.0078476,0.0560351,0.0415183,0.0535347,0.0196474,0.0258389,0.0395119,0.0651783,0.0280574,0.0209743,0.0267985,0.0345449,0.0150275,0.0412066,0.020474,0.0217351,0.0178007,0.0092001,0.096399,0.0249723,0.0097972,0.0311239,0.0425282,0.0320317,0.0115263,0.0114584,0.056625,0.0155154,0.0158904,0.0473336,0.0523226,0.0398487,0.0316911,0.0204897,0.0255301,0.0233178,0.0329243,0.0397761,0.0222454,0.0202431,0.0278326,0.0343085,0.025752,0.0378918,0.0327381,0.0359638,0.015216,0.0280836,0.0294321,0.0221673,0.0213511,0.0204652,0.0287545,0.0224268,0.0195834,0.0415549,0.0242664,0.0506883,0.0285559,0.0117341,0.0173592,0.0400004,0.011331,0.0406967,0.0345809
