	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
TS_4_6	0.4373733	2.84e-05	0.0933878	0.690163	0.2455121	0.7754886	0.2273675	0.5940808	0.1841202	0.0194151	0.5833266	0.1750668	0.5996286	0.6691455	0.0489008	0.6348763	0.7625211	0.6964963	0.0003029	0.8028266	0.0201004	0.0117097	0.6686197	0.2902297	0.0722557	0.1731438	0.7371888	0.1988563	0.5872739	0.32362	0.6498572	0.7400342	0.3816972	0.0008996	0.4954727	0.0536431	0.0003516	0.0285069	0.716641	0.6995418	0.7223513	0.5796801	0.0111862	0.029956	0.0468083	0.7268289	0.597026	0.0238162	0.1061239	0.1615868
TS_4_7	0.3866737	2.82e-05	0.1595578	0.6967709	0.3387953	0.5992953	0.2961539	0.6602322	0.1406721	0.0351293	0.5841646	0.2086413	0.6556395	0.6884381	0.0770128	0.6406695	0.7142497	0.6536292	0.000468	0.5530094	0.0150516	0.0385739	0.7049693	0.2319215	0.1992005	0.0995994	0.6631145	0.1543297	0.6553119	0.3832574	0.6648487	0.692354	0.3533249	0.0001078	0.3627167	0.065703	0.0001361	0.0592903	0.7314329	0.7107279	0.8270652	0.7257668	0.0412901	0.0246289	0.0449993	0.7837108	0.6743189	0.0027443	0.0777405	0.2480626
TS_4_8	0.3811679	0.0	0.1437925	0.6071099	0.2724648	0.6140679	0.2737608	0.7460052	0.1373596	0.038513	0.6140901	0.1485014	0.6568493	0.5831685	0.0471395	0.567201	0.7652094	0.6504466	0.0004369	0.6563713	0.0271785	0.0407707	0.7860682	0.2499585	0.2068261	0.1213684	0.7460053	0.1114808	0.6643578	0.3492948	0.5873018	0.8401173	0.4961991	0.0	0.371261	0.0347871	1.8e-06	0.053244	0.5653003	0.7672085	0.6011492	0.5656843	0.0426761	0.0218645	0.0556164	0.6010332	0.7199953	0.0138169	0.118254	0.1842722
TS_4_9	0.3998317	4.69e-05	0.1466682	0.7533514	0.2468474	0.7497464	0.2391827	0.7234953	0.2126202	0.0367499	0.6677076	0.1371148	0.6017007	0.6405181	0.0813528	0.6858785	0.7423319	0.7095432	0.000298	0.6439453	0.0045992	0.0190963	0.6414331	0.2244867	0.1238158	0.1004857	0.7814151	0.1815477	0.7601215	0.3595963	0.646535	0.6312346	0.3815399	0.0001963	0.488533	0.0799255	0.0	0.0538033	0.6720884	0.7475544	0.601248	0.8637323	0.025019	0.0144488	0.0626743	0.6945374	0.6821829	0.0066051	0.0988745	0.2298524
TS_4_10	0.3833513	0.0001174	0.0909527	0.7186952	0.2454825	0.707242	0.1860653	0.5661993	0.1431395	0.0338009	0.7033953	0.1530628	0.6571295	0.6753685	0.0367051	0.7182365	0.650749	0.698889	0.0014398	0.7020708	0.0117464	0.0128574	0.646773	0.2471874	0.105584	0.104024	0.8579586	0.1641175	0.6224279	0.4025394	0.6933171	0.5958015	0.3623708	0.0010511	0.4241019	0.0548206	0.0001007	0.0501772	0.7562682	0.789677	0.7696794	0.648103	0.035598	0.020416	0.0328312	0.6801151	0.7927074	0.0019481	0.085539	0.1398008
TS_4_11	0.3788139	0.0082885	0.5589761	0.7861775	0.24544	0.6853681	0.2232735	0.5470605	0.1462268	0.0311289	0.7678578	0.1922115	0.6017026	0.8268633	0.0570536	0.7213854	0.8183103	0.7410235	0.0527572	0.7144069	0.0196084	0.0028407	0.6938264	0.2656069	0.1441181	0.153746	0.5783258	0.2554121	0.6745943	0.3814551	0.7590097	0.7014095	0.1656532	0.0006565	0.3572764	0.019752	1.42e-05	0.03479	0.6420615	0.709903	0.7748515	0.4714281	0.0545212	0.0254438	0.0544801	0.6010405	0.6692256	0.0067786	0.0522529	0.6244158
TS_4_12	0.3983501	0.0034446	0.5877373	0.7898749	0.2988155	0.7970161	0.2746066	0.6471059	0.1618545	0.0534259	0.6061154	0.1728904	0.806686	0.633154	0.0425875	0.5585003	0.6706426	0.5857355	0.0339043	0.7240549	0.0279171	0.0258103	0.6338649	0.2366984	0.1104012	0.0805912	0.6481205	0.2317933	0.6008077	0.4124187	0.7595559	0.7106408	0.0977302	0.0002571	0.421954	0.0516346	2.73e-05	0.0822869	0.693723	0.6969435	0.7461925	0.3775498	0.0327231	0.0270966	0.0538521	0.5832076	0.9039967	0.0100358	0.0989087	0.7157243
TS_4_13	0.3996853	0.0100608	0.7219695	0.6918562	0.2584056	0.6582997	0.2438876	0.6788107	0.1185832	0.0608172	0.7408239	0.1876815	0.6527953	0.7217552	0.0542532	0.7008514	0.8459027	0.6732164	0.0295014	0.7303857	0.0232572	0.0084926	0.7395455	0.2512613	0.112752	0.093612	0.5771298	0.1129016	0.6711871	0.3963882	0.6318921	0.8339824	0.0783148	0.0	0.4203012	0.0344969	0.0	0.0539255	0.7882146	0.7463894	0.7329707	0.3393596	0.0595007	0.0226684	0.0286397	0.6650948	0.7341457	0.0011757	0.0884046	0.5981224
TS_4_14	0.4817699	0.0024539	0.697414	0.7690364	0.1882872	0.7532082	0.2844426	0.5026681	0.1829423	0.0692586	0.7605928	0.1318153	0.668016	0.7464934	0.0634276	0.5774112	0.6619612	0.7192597	0.0234042	0.7315302	0.0367558	0.011765	0.8205173	0.2160261	0.1144489	0.1088789	0.4936621	0.1140163	0.6629156	0.3450728	0.872855	0.655229	0.0716949	0.0	0.4140447	0.0352245	0.0	0.0571902	0.7602424	0.6181136	0.6461203	0.3796888	0.0150481	0.0514056	0.0429655	0.6508724	0.7224059	0.001384	0.0892116	0.8260454
TS_4_15	0.4721532	0.000309	0.7485505	0.6851739	0.3393259	0.6741381	0.2587236	0.6615794	0.2143215	0.0272808	0.6744108	0.1606806	0.7073518	0.6265687	0.0678741	0.7254707	0.6571889	0.5062416	0.0369681	0.5812831	0.0258926	0.0298054	0.7359378	0.3086712	0.1403435	0.1237264	0.6009756	0.1451812	0.718096	0.3796536	0.7044345	0.8144244	0.0530317	5.3e-05	0.3780303	0.0814593	1.3e-06	0.1071248	0.6997411	0.6781751	0.60066	0.3607071	0.0284916	0.0130023	0.0442145	0.6468637	0.6068493	0.0072262	0.0921006	0.7747059
TS_4_16	0.481021	0.0059965	0.8206926	0.7137059	0.3027269	0.6745485	0.2516198	0.6045828	0.1860229	0.0250053	0.7515029	0.1401674	0.6132529	0.6639111	0.073401	0.7428646	0.7247911	0.6541308	0.1067086	0.7119301	0.0431707	0.0254474	0.710537	0.2591544	0.1055353	0.1680697	0.5925131	0.2039214	0.6109165	0.3474248	0.7749107	0.7505025	0.040111	0.0006959	0.4635519	0.0410096	0.0003855	0.0383529	0.6239761	0.649121	0.5952049	0.5806237	0.0367921	0.018023	0.0238959	0.803363	0.6698802	0.0036187	0.115887	0.7181411
TS_4_17	0.4702378	0.0233409	0.7677261	0.6870789	0.2739511	0.6958952	0.3286528	0.6377379	0.1099566	0.0508069	0.6847098	0.1146556	0.6490392	0.6362446	0.1106858	0.7273226	0.7928121	0.6333237	0.0628305	0.7393799	0.03254	0.0162042	0.5969645	0.2086	0.1104785	0.1110335	0.502252	0.1673142	0.7737393	0.3859364	0.7288247	0.7249025	0.0381372	0.0001053	0.4363502	0.053687	0.0002772	0.0566833	0.798522	0.7822663	0.7314633	0.5365056	0.0269641	0.0346149	0.0521122	0.7498632	0.5831499	0.0038936	0.0777164	0.8630304
TS_4_18	0.4339274	0.0168272	0.7631566	0.7822968	0.2515903	0.7189421	0.226058	0.6382628	0.1463352	0.0549445	0.7557996	0.1603417	0.6182503	0.8373822	0.0934642	0.579268	0.7581499	0.7524977	0.0444006	0.6795098	0.0108151	0.023749	0.6524338	0.2453503	0.1357745	0.0936728	0.4751976	0.2606433	0.8229548	0.4119925	0.7806744	0.6944787	0.0380466	4.41e-05	0.4116891	0.0252262	0.0001392	0.0715335	0.7007938	0.6431505	0.6868977	0.4789634	0.0486865	0.0284993	0.0174026	0.5496567	0.6739723	0.0031464	0.0992286	0.7578559
TS_4_19	0.4298413	0.0045912	0.7304377	0.6101824	0.3125826	0.7758625	0.3094472	0.6407389	0.1714718	0.0508979	0.7239933	0.0743234	0.6739079	0.6664071	0.0493713	0.7031297	0.8840227	0.7317895	0.0404777	0.6636298	0.025173	0.0192775	0.7379111	0.2080342	0.1125743	0.0777826	0.5780583	0.1232607	0.7964068	0.4684271	0.6670809	0.6960114	0.0501107	1.65e-05	0.434432	0.0215642	0.0002428	0.0686777	0.6950516	0.722641	0.6762056	0.3520686	0.0174504	0.023719	0.0314528	0.6444711	0.6712341	0.0018607	0.1152145	0.7021755
TS_4_20	0.4087081	0.0047241	0.662924	0.5941665	0.279954	0.733947	0.2519619	0.630195	0.248952	0.0898644	0.8587883	0.1458553	0.5535592	0.842915	0.0513896	0.6789846	0.7495179	0.6954754	0.0642627	0.6597029	0.0129893	0.0304538	0.6514955	0.1808326	0.1540092	0.0881591	0.5624306	0.1249888	0.7336531	0.3422091	0.7906629	0.6801033	0.026299	0.0001973	0.5432713	0.030953	0.0003459	0.0421365	0.6426505	0.635669	0.5778225	0.3942688	0.023144	0.033051	0.0530128	0.7157643	0.5518453	0.0012082	0.100196	0.6946338
TS_5_0	0.4083353	0.0019959	0.624913	0.7242054	0.3505167	0.7072156	0.2871779	0.5727801	0.1927236	0.0185313	0.7746897	0.1023631	0.6855006	0.6905201	0.0902795	0.8526008	0.6985787	0.6220942	0.0483021	0.7614787	0.0409299	0.0179294	0.6036308	0.1402483	0.1454403	0.1538843	0.5255412	0.1874133	0.780709	0.3557681	0.6369718	0.7154621	0.042664	0.0001217	0.3185384	0.0506851	1e-07	0.0787177	0.6757735	0.6868469	0.5785107	0.396362	0.0346241	0.0141919	0.0280085	0.7574632	0.5966046	0.0284225	0.1006921	0.8298593
TS_5_1	0.4194488	0.0	0.742128	0.7004393	0.2544972	0.6683457	0.1463521	0.4744175	0.205552	0.0296091	0.7598355	0.1713638	0.7583195	0.6439204	0.0166842	0.6396522	0.7145214	0.5547447	0.052625	0.6414685	0.0337645	0.0054572	0.702722	0.2016046	0.1429032	0.083187	0.5380389	0.4577224	0.7601799	0.4193513	0.6206054	0.7401976	0.0342106	1.9e-05	0.3685439	0.0166174	1.04e-05	0.0631859	0.2847804	0.636289	0.8973539	0.3358323	0.0612017	0.0035885	0.2330602	0.7051279	0.6516638	0.0028451	0.074755	0.7886643
TS_5_2	0.4763025	0.0086185	0.6844072	0.6590112	0.3033938	0.7112554	0.1730731	0.597415	0.1251885	0.0290885	0.8155818	0.1864162	0.5597669	0.6630691	0.0157189	0.7184409	0.607353	0.6333065	0.0491119	0.6569366	0.0141237	0.0	0.7507592	0.2087521	0.1766113	0.0830033	0.5522587	0.5099204	0.771773	0.3195695	0.6269792	0.6393182	0.0346704	3.58e-05	0.4211006	0.0153363	2e-07	0.0470219	0.2001748	0.5746125	0.6511308	0.2964915	0.0519611	0.0043223	0.41644	0.5810723	0.6481823	0.0019285	0.0369591	0.6288406
TS_5_3	0.4894806	0.0044834	0.6041599	0.586896	0.2992779	0.6967654	0.2208409	0.6163329	0.1847835	0.0786509	0.6096962	0.1689803	0.6051535	0.6973647	0.005212	0.6507236	0.6790362	0.6601835	0.037905	0.6511918	0.0560578	6.25e-05	0.7076882	0.1823589	0.1341928	0.1320642	0.6831964	0.5898665	0.6366219	0.4158298	0.5909655	0.7388344	0.0210954	0.0010923	0.4321631	0.0251732	4.47e-05	0.0351842	0.1335599	0.6929429	0.6458657	0.2464113	0.0986848	0.0091141	0.5006072	0.5858663	0.6556038	0.0028475	0.0570998	0.7510517
TS_5_4	0.3471878	0.0041057	0.7850478	0.5754898	0.2935491	0.729686	0.2432855	0.5292502	0.2139999	0.0376536	0.6724491	0.1592311	0.5864259	0.7549489	0.018237	0.6558223	0.7413572	0.6814386	0.0342048	0.829419	0.0189753	1.22e-05	0.7242134	0.1775129	0.1557668	0.1147041	0.5009681	0.429987	0.6639732	0.4801619	0.6256964	0.7731265	0.0339398	0.000626	0.4179942	0.0401685	1.94e-05	0.0611139	0.1216415	0.7096099	0.5253243	0.3395197	0.1770898	0.0020932	0.6598022	0.5403546	0.5630334	0.0021431	0.1270613	0.6828553
TS_5_5	0.4429415	0.0035507	0.616456	0.5490749	0.2927202	0.6475401	0.2325178	0.5923184	0.190559	0.0855548	0.7320975	0.1197245	0.604375	0.7095279	0.0292453	0.6270125	0.682748	0.6677142	0.0664316	0.6761567	0.0155507	0.0001891	0.8336458	0.2139591	0.1185577	0.1472744	0.5593267	0.4938415	0.688601	0.3937876	0.579235	0.5768491	0.0609503	0.0001599	0.310569	0.0546112	0.0	0.0557154	0.1196143	0.6109022	0.4925335	0.3140526	0.1891568	0.0169354	0.6151391	0.6697254	0.5972163	0.000648	0.0794659	0.6527686
TS_5_6	0.4425436	0.0015279	0.7899554	0.6653463	0.2559626	0.667031	0.2072413	0.6772704	0.2004916	0.093273	0.7543075	0.1324295	0.6689705	0.7025807	0.0200215	0.5255101	0.628232	0.6023403	0.0430082	0.6935257	0.0230288	0.0011785	0.6927935	0.3224423	0.1852934	0.123337	0.7420309	0.6033993	0.7536718	0.4688815	0.6776828	0.6880706	0.0400909	0.0013313	0.4085826	0.0503919	6.4e-06	0.0661581	0.1230043	0.4986561	0.5565186	0.336909	0.2552789	0.0041834	0.6829763	0.501712	0.7474751	0.0036502	0.0854549	0.8441867
TS_5_7	0.4136533	0.0026818	0.6875959	0.4915351	0.245603	0.6350348	0.3179137	0.7737935	0.1504344	0.0592792	0.7286858	0.1278847	0.6063733	0.6475874	0.0146031	0.529524	0.6460521	0.6294482	0.0601867	0.7424937	0.0278805	0.0008599	0.6527645	0.2868549	0.1089755	0.1505393	0.6055473	0.4854927	0.6941094	0.410467	0.5011931	0.6357069	0.033188	0.00052	0.2791416	0.0414842	6.97e-05	0.0734728	0.1187965	0.5006598	0.4289219	0.2816506	0.1798865	0.0098649	0.7127222	0.5693818	0.536132	0.000841	0.0557435	0.6879543
TS_5_8	0.4124706	0.0044542	0.6447242	0.6580322	0.24862	0.5696706	0.2651875	0.7263999	0.1533733	0.0761632	0.7987022	0.1621448	0.5345563	0.7225739	0.0256773	0.6893113	0.6767738	0.6544641	0.0605307	0.7312257	0.0212571	4.79e-05	0.6283436	0.2176241	0.1421111	0.0755127	0.7253839	0.368131	0.7450141	0.4142451	0.5324132	0.6851422	0.0215164	6.6e-05	0.2277645	0.0316877	0.002536	0.0819681	0.0886967	0.5045705	0.4063376	0.2729665	0.2303001	0.0071336	0.8440177	0.5739634	0.6426622	0.0057697	0.0543567	0.7581323
TS_5_9	0.3920442	0.0003374	0.5743818	0.5878134	0.327173	0.8486894	0.2394895	0.735575	0.1526596	0.0379687	0.6726661	0.1124546	0.6452931	0.8930174	0.0102028	0.555541	0.6778001	0.7112151	0.0504223	0.593117	0.0620609	0.0012607	0.7926794	0.2291134	0.1811443	0.1235793	0.5655544	0.5740518	0.7670792	0.4041464	0.5717314	0.6618816	0.0243845	5.9e-06	0.1181753	0.0481703	0.0102474	0.055454	0.0892399	0.4486562	0.2822946	0.194491	0.2834294	0.0126381	0.6218144	0.553247	0.6736357	0.0119997	0.0528844	0.6763731
TS_5_10	0.4244171	0.0012233	0.7064035	0.5607588	0.297629	0.7675233	0.2345289	0.6182252	0.1847739	0.0319018	0.719786	0.1316987	0.6310789	0.8165406	0.0217043	0.7057912	0.661181	0.5932749	0.036614	0.7738474	0.0312072	0.0007227	0.7183022	0.2533346	0.1725724	0.1111585	0.5321333	0.5828419	0.7358238	0.3296576	0.6410678	0.7995456	0.0240749	0.0001034	0.1329405	0.008928	3.11e-05	0.0533118	0.1001444	0.5046287	0.2870748	0.1484019	0.2799468	0.0073568	0.7942864	0.6345506	0.5847227	0.0100546	0.0716792	0.7342366
TS_5_11	0.3525866	0.0015436	0.9216788	0.7033728	0.2748573	0.8544871	0.2216595	0.7803186	0.1698162	0.0610934	0.7511006	0.1051758	0.5263164	0.5514168	0.052893	0.5742035	0.7596919	0.6847239	0.0305141	0.7942094	0.0224642	0.0268846	0.7215372	0.1929938	0.1051605	0.1040194	0.547976	0.1993031	0.8301008	0.351301	0.6023233	0.7599196	0.0194489	0.0003321	0.3119061	0.0433409	3.7e-06	0.0696472	0.553189	0.5300686	0.455276	0.256311	0.1500401	0.0227628	0.4502197	0.7430015	0.7446247	0.0089622	0.1019144	0.6621059
TS_5_12	0.4501829	0.0085157	0.6942517	0.7418541	0.3228636	0.7482124	0.2090197	0.578658	0.1874776	0.0617086	0.6661003	0.1136034	0.5867801	0.7539291	0.0505605	0.5964431	0.7557299	0.6821221	0.0333795	0.5683532	0.0192929	0.0173192	0.6360455	0.2204609	0.1841015	0.0771718	0.5095418	0.1836867	0.7189647	0.3910972	0.7004984	0.6389024	0.044189	0.0001488	0.3028893	0.0232152	9.35e-05	0.0550159	0.6535469	0.6359211	0.6890996	0.3105981	0.0643525	0.0210442	0.1634127	0.6887863	0.6966478	0.0021141	0.0646297	0.7051246
TS_5_13	0.3204152	0.0036683	0.7422085	0.6470519	0.2763692	0.7821935	0.2953546	0.8107593	0.1464271	0.0891834	0.7908711	0.1074675	0.5768213	0.695003	0.0703116	0.6943796	0.7307239	0.7672901	0.0440294	0.6623132	0.029403	0.0086703	0.6467848	0.2551961	0.1113064	0.0911697	0.5295384	0.1431028	0.6940339	0.3859276	0.6564385	0.8812136	0.0356144	9.44e-05	0.3092837	0.0448225	0.0002249	0.0411534	0.6326044	0.7140561	0.7100241	0.3532076	0.0265603	0.0102003	0.0965558	0.5540049	0.7311335	0.0024189	0.1444693	0.723916
TS_5_14	0.4188708	0.0061254	0.755331	0.6726035	0.2965355	0.8020113	0.2989746	0.6171302	0.1555061	0.0509096	0.6553835	0.1336672	0.7491588	0.6918102	0.0485427	0.7074259	0.6195144	0.6735352	0.0494015	0.7086132	0.0131404	0.0242619	0.6806655	0.259508	0.1565459	0.0856679	0.5889768	0.1436239	0.6794741	0.410784	0.6749653	0.6909914	0.0274727	0.001334	0.3667947	0.0488568	0.0011105	0.0429242	0.7195952	0.6011153	0.8336288	0.3312131	0.0181949	0.006036	0.073351	0.5690708	0.7758986	0.0012427	0.1050969	0.6656699
TS_5_15	0.449787	0.0037596	0.9241397	0.7044574	0.3030924	0.6709468	0.2119154	0.6236086	0.1129994	0.060657	0.7236286	0.121379	0.523905	0.5875012	0.0336971	0.8190054	0.6225557	0.7948589	0.0416516	0.6919949	0.0409549	0.0108073	0.5583231	0.2443714	0.1084251	0.0931984	0.563036	0.097148	0.6062227	0.3958979	0.5725532	0.742465	0.0455722	3.33e-05	0.4000118	0.0336921	0.0	0.102952	0.6699155	0.6531049	0.6735046	0.3815947	0.0374357	0.0165528	0.0330403	0.67268	0.6748111	0.0043903	0.1060989	0.7244906
TS_5_16	0.3578632	0.0024615	0.8429237	0.8086374	0.3583377	0.7032005	0.3052757	0.6904074	0.158487	0.0341161	0.7461656	0.1163306	0.5695157	0.6061172	0.0752562	0.7095877	0.6410476	0.6132898	0.0478629	0.857068	0.0337086	0.0177736	0.6199512	0.3035573	0.1188045	0.0686234	0.4760997	0.1125503	0.6919937	0.3254771	0.6417593	0.6723869	0.0404577	0.0001141	0.4464966	0.0232606	0.0001866	0.0520487	0.7053657	0.6615815	0.644248	0.5139471	0.041502	0.0065285	0.0477238	0.6384062	0.6278397	0.0013342	0.092789	0.6243415
TS_5_17	0.561243	0.0025397	0.5368293	0.7045707	0.3132071	0.7843644	0.2184974	0.7333086	0.1988512	0.0259948	0.677606	0.1117469	0.6813632	0.7306223	0.0649153	0.7594447	0.6666244	0.6888038	0.0385705	0.6562442	0.0293006	0.0240808	0.6492081	0.240814	0.0907115	0.0815764	0.5632302	0.1186172	0.816126	0.3995527	0.6857478	0.5963266	0.0162612	6.5e-06	0.4735484	0.0231411	0.0	0.0685715	0.6879153	0.7638314	0.6404545	0.4475799	0.016645	0.012163	0.0443933	0.73005	0.6518084	0.0089568	0.0978609	0.7203843
TS_5_18	0.4216506	0.003557	0.692115	0.8830292	0.2203532	0.7677556	0.2591743	0.7112794	0.2125088	0.0469209	0.7211338	0.1165011	0.5829304	0.6432493	0.0826415	0.6485321	0.6876686	0.4823018	0.0596326	0.7302747	0.0232171	0.0410907	0.6572612	0.3026294	0.1504212	0.1352026	0.5531174	0.1136116	0.803485	0.4268353	0.5912858	0.6887277	0.044011	1.03e-05	0.3969049	0.0285403	0.0	0.0297501	0.6236596	0.6535673	0.7916379	0.4525068	0.0442344	0.0119052	0.0341365	0.7025093	0.5818987	0.0041264	0.1638287	0.6510728
TS_5_19	0.437553	0.0010138	0.7095431	0.698151	0.2767283	0.7074114	0.226659	0.5976453	0.1467377	0.051813	0.7459571	0.1211402	0.7206467	0.7627098	0.0452018	0.6908544	0.7590753	0.6255201	0.0659885	0.6068512	0.0133311	0.0346674	0.7260538	0.279597	0.143652	0.0913228	0.5187966	0.0845543	0.8433695	0.4483054	0.6335788	0.7885422	0.0526463	0.0008601	0.3766638	0.042527	3e-06	0.0494481	0.634665	0.6746279	0.5751358	0.3610731	0.0179758	0.0096147	0.0728924	0.6876074	0.7203346	0.0005999	0.1358405	0.6442368
TS_5_20	0.5466798	0.0035103	0.9439816	0.6037638	0.2464997	0.619074	0.2404767	0.6311851	0.2114725	0.043404	0.847802	0.1104869	0.5856326	0.6963488	0.0362105	0.5678112	0.7471572	0.7389124	0.0394218	0.7989155	0.0193093	0.0316605	0.7466364	0.2324839	0.1106148	0.1223133	0.619423	0.1050459	0.7742928	0.3305322	0.5959594	0.6413855	0.0433194	9.16e-05	0.3712104	0.0313915	0.0004508	0.0398435	0.7589876	0.7934746	0.6095529	0.3702065	0.0288964	0.0080373	0.0508275	0.6849824	0.6432115	0.00094	0.1162578	0.7899906
TS_6_0	0.3812506	0.0037037	0.639027	0.8221104	0.2629479	0.9443721	0.2857352	0.4787195	0.2218675	0.0574948	0.6942769	0.1205343	0.5619941	0.7804393	0.0668581	0.7691955	0.6249611	0.586163	0.045823	0.7070998	0.0320346	0.0308327	0.7208047	0.2278913	0.1570907	0.1921173	0.6323087	0.1682007	0.7021014	0.4155022	0.6723499	0.8032175	0.0379559	0.0001662	0.4166205	0.0461596	2e-07	0.0759504	0.7632807	0.7372171	0.6724565	0.4640879	0.0195283	0.0166496	0.0241725	0.759259	0.7308624	0.0081474	0.1456173	0.7838563
TS_6_1	0.559663	0.0084646	0.4342252	0.4753683	0.5095183	0.616443	0.2680549	0.5545019	0.1539412	0.0179257	0.706618	0.1084097	0.8005052	0.662103	0.016785	0.6869086	0.6291711	0.809319	0.0607595	0.7651617	0.0387821	0.0187663	0.6701584	0.1801921	0.0791113	0.1387936	0.5680808	0.1833107	0.3801782	0.4717779	0.8462716	0.6286265	0.0338451	0.0002565	0.4555019	0.0342531	2.1e-06	0.0849024	0.7161326	0.6364026	0.6237931	0.3831112	0.0270332	0.0034801	0.0208198	0.8847319	0.2933401	0.0003776	0.0182632	0.4009441
TS_6_2	0.4556693	0.0018272	0.4169979	0.3938351	0.6995346	0.5610398	0.2350243	0.4399648	0.1710836	0.0260602	0.540392	0.1977346	0.6022913	0.7226905	0.0028594	0.7326304	0.6879624	0.7731386	0.0609778	0.5787238	0.0416683	0.0373782	0.6745289	0.2829414	0.1514868	0.145063	0.5472748	0.2123183	0.2598177	0.4315465	0.8076765	0.7414316	0.0224677	0.0001782	0.3744345	0.0138292	6.9e-06	0.0647155	0.660183	0.6336292	0.6130188	0.3478453	0.0522029	0.0035773	0.0320896	0.6439489	0.2177342	0.000176	0.038183	0.3421678
TS_6_3	0.3527481	0.0	0.3774009	0.524648	0.5991558	0.5711825	0.3076852	0.2708715	0.2247117	0.0383076	0.7839349	0.1697136	0.6961872	0.697232	0.0131334	0.6505158	0.7315813	0.5558515	0.0597122	0.7825052	0.0355402	0.0287992	0.6107335	0.2370341	0.1583357	0.1256038	0.5615603	0.140318	0.2023685	0.42173	0.6358677	0.828042	0.0727027	0.0	0.4911172	0.0603892	0.0	0.1044032	0.7552788	0.6419059	0.5276713	0.3766836	0.0630917	0.0014067	0.0306073	0.6703434	0.1725829	4.94e-05	0.0159688	0.343427
TS_6_4	0.3772747	0.0005811	0.3143576	0.3549644	0.5630059	0.5445016	0.3393966	0.2144973	0.1946236	0.1234492	0.7656265	0.1851442	0.7447232	0.5078382	0.0064318	0.4657861	0.6701956	0.6316321	0.0720288	0.7253337	0.0623481	0.0522865	0.6208067	0.2697946	0.1333557	0.2180229	0.5240251	0.2228164	0.1711514	0.3864657	0.5632824	0.6820746	0.112348	0.0014195	0.3966049	0.0750894	4.34e-05	0.2091059	0.4890952	0.8001955	0.667148	0.4656691	0.1079616	0.009492	0.0349342	0.7002472	0.2515136	0.0010347	0.0588534	0.2059481
TS_6_5	0.2969841	0.0004159	0.4475649	0.3379138	0.5619263	0.5112708	0.4442321	0.0800919	0.1893391	0.070194	0.7288167	0.2346259	0.7256442	0.6009876	0.0049225	0.6369602	0.8452805	0.6623538	0.0382837	0.7236165	0.2816417	0.0893366	0.4584594	0.2857962	0.2244708	0.3035705	0.6481624	0.2922447	0.1889397	0.261907	0.6539723	0.7908098	0.1104449	0.0014108	0.3618175	0.1012621	0.0	0.1743846	0.5205492	0.609595	0.6436958	0.4668513	0.1016965	0.0001944	0.0664685	0.7600529	0.2098343	0.0005986	0.0617375	0.2344569
TS_6_6	0.3430678	0.0009761	0.4268397	0.324766	0.529033	0.5956584	0.3997841	0.0877223	0.1887247	0.0957774	0.7316458	0.343787	0.6720829	0.5499238	0.0142563	0.5240281	0.7204446	0.5787098	0.039167	0.7380062	0.5329864	0.121264	0.3911038	0.1981884	0.2138044	0.3871588	0.5420107	0.4347346	0.1851645	0.3350294	0.4817751	0.7802245	0.1459513	0.0482972	0.4764916	0.1405061	0.0001171	0.2428407	0.6441742	0.6743772	0.5539587	0.5332491	0.1465086	0.0034075	0.030621	0.6304184	0.2846731	0.0064917	0.0806987	0.2724427
TS_6_7	0.5524942	0.0027304	0.2909506	0.3298299	0.4504195	0.5485389	0.3404006	0.0819762	0.0955673	0.1016069	0.6548892	0.2670018	0.6641227	0.627201	0.0181314	0.5351291	0.6139997	0.5457741	0.043414	0.7326779	0.7238994	0.1162375	0.316153	0.2332206	0.3393391	0.400457	0.5010935	0.4979358	0.222809	0.18464	0.5870573	0.7004134	0.1451641	0.0138019	0.451903	0.1407775	0.0012224	0.2355931	0.5900951	0.7197022	0.5376262	0.3947358	0.147286	0.0070457	0.0358181	0.5925824	0.224274	0.0001604	0.1183432	0.25442
TS_6_8	0.3642776	0.0099044	0.3729416	0.340361	0.5311611	0.5672856	0.3734272	0.1140298	0.1394447	0.1340074	0.7079323	0.2750892	0.6264746	0.6241627	0.0135257	0.5264118	0.6534199	0.5959273	0.0590999	0.6596279	0.6389771	0.1460218	0.2694961	0.2361498	0.3401164	0.5068142	0.5518139	0.4874317	0.2437452	0.1899182	0.5442744	0.9742385	0.15028	0.0196174	0.4241465	0.1888486	4.3e-06	0.2224464	0.5977123	0.7098906	0.4710335	0.3202531	0.1341008	0.0016416	0.0490572	0.6340707	0.2192244	0.0009205	0.0782854	0.3277161
