G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,Time
0.7508287,0.6111544,0.1609217,0.6341166,0.6359835,0.5135642,0.5667155,0.6988237,0.7106952,0.6052256,0.740083,0.0607537,0.0883666,0.6059063,0.6830371,0.0047264,0.7156549,0.8178079,0.636636,0.0011371,0.7362148,0.0393773,0.6670554,0.7002779,0.1140123,0.0001014,0.6322092,0.5982667,0.5821548,0.8868946,0.7645135,0.6642472,0.4622938,0.2075995,0.0761512,0.0354465,0.4009688,0.1736586,0.0409683,0.3060678,0.2726222,0.338874,0.674255,0.6630752,0.7430913,0.0107836,0.6510088,0.6168502,0.5933752,0.6041837,416.66650000000004
0.7071733,0.6826551,0.2262446,0.6511026,0.6637459,0.640091,0.583254,0.6975071,0.6089872,0.5646614,0.6835367,0.0506777,0.0861854,0.5829322,0.5348732,0.0,0.6133938,0.7375707,0.7548141,0.0019908,0.6760751,0.0594614,0.6811353,0.6440122,0.0812761,0.002947,0.5536079,0.7141368,0.5617289,0.74109,0.7783967,0.6928185,0.4749978,0.1911324,0.1434445,0.0645373,0.3930627,0.1805286,0.0869816,0.2470253,0.2844892,0.3824509,0.6648289,0.6614781,0.6253999,0.0018289,0.6644311,0.6537996,0.6719369,0.6229396,416.66650000000004
0.5880705,0.6120654,0.1356111,0.7042759,0.7428098,0.649402,0.5189922,0.6091943,0.7193856,0.6019094,0.8300136,0.037878,0.1238232,0.669725,0.5727413,0.0016676,0.6737985,0.6525645,0.6840695,0.0001125,0.8455426,0.0274975,0.7261018,0.8018685,0.1035579,0.0001138,0.6236804,0.6749428,0.5137889,0.8678507,0.7749197,0.6033766,0.6162481,0.241022,0.0743796,0.0275744,0.3266264,0.1655362,0.0863104,0.211338,0.2680872,0.3736144,0.6255239,0.7849432,0.5978064,0.0016789,0.6583361,0.6846366,0.5197347,0.6413604,416.66650000000004
0.6892931,0.7273843,0.1107622,0.6809989,0.7754059,0.6469206,0.6445298,0.6806071,0.7672004,0.521398,0.70264,0.0998748,0.1334363,0.6771592,0.6622814,0.0027013,0.684266,0.6221239,0.6896835,4.94e-05,0.7346342,0.0437148,0.7238907,0.7321977,0.1999146,0.0004492,0.6970156,0.660823,0.5235888,0.7305358,0.7795506,0.5403099,0.5545396,0.238768,0.0518553,0.0272223,0.4115589,0.2530722,0.062308,0.3356533,0.305507,0.3231818,0.7393604,0.6816373,0.6146335,0.0011204,0.6433776,0.7410592,0.7006602,0.6616262,416.66650000000004
0.7276155,0.5576984,0.616155,0.6868695,0.6427304,0.6769088,0.59192,0.6763869,0.6998287,0.5290027,0.7280649,0.0843808,0.0861872,0.6567575,0.4730248,0.0002482,0.6612688,0.7173114,0.6626525,0.000924,0.7797292,0.0279651,0.7524548,0.7758444,0.1639754,0.0311524,0.5875651,0.6680011,0.4741381,0.7478943,0.7647889,0.5957555,0.5629544,0.3129694,0.0831116,0.0650767,0.3824778,0.2623785,0.1573944,0.2208063,0.2538168,0.3420418,0.4311551,0.8205392,0.6871091,0.0015748,0.5858006,0.8489061,0.5966359,0.6479196,583.3335
0.7487677,0.722537,0.7899806,0.9361426,0.7297073,0.5759957,0.5687106,0.7734514,0.7641134,0.6116802,0.6773455,0.0463105,0.1173693,0.7816053,0.5131948,0.0009363,0.7042745,0.7349721,0.8636969,0.0005472,0.6515337,0.05995,0.7921187,0.6830667,0.1040269,0.0316805,0.6198034,0.6783691,0.5856413,0.5763223,0.7431546,0.5421727,0.5441088,0.2637367,0.1060923,0.0484305,0.4347483,0.1653491,0.1652548,0.2637293,0.2567887,0.3478605,0.4312,0.7198341,0.6373748,0.0060993,0.7240907,0.7734565,0.6571898,0.6455025,583.3335
0.5866511,0.6490679,0.6963158,0.7634124,0.5850201,0.6496413,0.5305331,0.7226536,0.6904087,0.753872,0.6711891,0.0647896,0.1109817,0.6607441,0.5311963,0.0019237,0.6501181,0.7065135,0.7061543,0.0008536,0.6633111,0.0633053,0.7255604,0.676503,0.125502,0.050257,0.6151906,0.6450345,0.7473128,0.7166049,0.801406,0.6824539,0.6129766,0.16724,0.14084,0.0303202,0.2925196,0.2085186,0.2208647,0.2537849,0.2588741,0.4030471,0.3858956,0.5639662,0.6559357,0.0075675,0.7609133,0.6235812,0.6289198,0.6654542,583.3335
0.7025426,0.7897639,0.7553445,0.6184845,0.6200258,0.6305603,0.6299631,0.683499,0.6740506,0.5280636,0.7894714,0.0618071,0.152916,0.6437582,0.5386452,0.0039813,0.715111,0.7070021,0.7765666,3.7e-06,0.7281749,0.0538774,0.5781044,0.6003556,0.1079686,0.0771814,0.5823471,0.6093237,0.560705,0.7106206,0.8351839,0.5172539,0.5316437,0.1352654,0.1539617,0.0304971,0.3965579,0.1568126,0.2573934,0.3952301,0.3366673,0.3869907,0.4332176,0.7206556,0.7238188,0.0,0.6615532,0.7721812,0.6530274,0.8689539,758.3335
0.7491721,0.7749505,0.7278682,0.7665649,0.6445753,0.509936,0.6500037,0.7288507,0.6329191,0.4989519,0.6222306,0.0814939,0.1267049,0.7304309,0.6323954,0.0040675,0.6426569,0.8046681,0.7015022,4.49e-05,0.6835844,0.054155,0.7199023,0.7055208,0.0531164,0.0419455,0.711007,0.7818961,0.559725,0.8539605,0.8185606,0.6386363,0.5250519,0.2004324,0.1185295,0.0305161,0.277366,0.2183602,0.1988887,0.3950357,0.3950689,0.4294705,0.3392297,0.6702064,0.8154378,0.0006737,0.6582806,0.7669374,0.6405953,0.7154288,758.3335
0.6894817,0.5753039,0.7559038,0.6715437,0.7557575,0.642981,0.5505893,0.624957,0.6779485,0.587247,0.7337781,0.0642476,0.0938156,0.5744317,0.5853005,0.0011003,0.6331172,0.6704959,0.7945666,0.0004989,0.5836264,0.0392676,0.6230985,0.8034882,0.1437082,0.0447316,0.6970343,0.58179,0.5412968,0.5951391,0.5675573,0.6341004,0.6062855,0.1560812,0.0992896,0.0356928,0.3687285,0.2120982,0.2016813,0.3599077,0.30859,0.4261381,0.379411,0.7416683,0.6844703,0.0011517,0.6567187,0.8550766,0.5816109,0.6166388,758.3335
0.6061106,0.7613941,0.6046809,0.6386665,0.6739735,0.5715608,0.4876403,0.5723211,0.6126683,0.5887476,0.7472842,0.0418349,0.1482253,0.6820595,0.6262842,0.0027689,0.7885682,0.6845198,0.6233157,0.0,0.7084742,0.0176003,0.6980535,0.6332717,0.1491986,0.067067,0.5534077,0.7350435,0.5387029,0.6129829,0.7232127,0.643122,0.6172373,0.2139563,0.0753654,0.0313327,0.3936702,0.2710842,0.1954058,0.380186,0.3611641,0.403914,0.4073208,0.7141425,0.7048009,0.0224211,0.903559,0.7524742,0.6789858,0.7047785,758.3335
0.7916103,0.6010028,0.6943952,0.6737135,0.7146991,0.5834415,0.6090515,0.8013542,0.6620175,0.4650169,0.6727855,0.073805,0.1309649,0.7184276,0.5633097,0.0024676,0.66939,0.7652136,0.7815456,7.5e-06,0.6051604,0.0543366,0.6418953,0.739692,0.1470479,0.056287,0.6013817,0.8295042,0.4184607,0.7313689,0.6035508,0.5631187,0.635652,0.2803161,0.07697,0.0194446,0.3883168,0.2486864,0.1502222,0.3263206,0.2546226,0.4169406,0.4676607,0.7670389,1.0,0.0110822,0.6405421,0.6080651,0.690368,0.6536987,925.0
0.8951489,0.6610687,0.6749711,0.5635812,0.6266196,0.5823835,0.5749779,0.7504121,0.8079538,0.600434,0.7811591,0.0621236,0.0797492,0.7614421,0.6955507,0.0003963,0.7059665,0.659935,0.9153201,4.7e-06,0.7661777,0.0839458,0.7427547,0.7060774,0.2064061,0.0881695,0.6494435,0.638687,0.5023754,0.7683909,0.7639616,0.5977648,0.4732601,0.1142022,0.1664174,0.0514238,0.3550664,0.1645948,0.1781664,0.3107876,0.22177,0.4114552,0.5815149,0.8228499,0.7630424,0.012079,0.7456663,0.693312,0.5276695,0.6281742,925.0
0.7805336,0.7540742,0.7446785,0.6344951,0.6206563,0.6640552,0.5581588,0.7758826,0.6331736,0.5419115,0.6095956,0.0673821,0.1021821,0.7213223,0.4531348,0.0042847,0.6768859,0.7327637,0.6457783,0.0,0.8360706,0.0665076,0.6660279,0.6684949,0.0888802,0.0809505,0.6938225,0.6966682,0.6978146,0.6645196,0.6786771,0.6294817,0.6132597,0.0596252,0.1259613,0.0376521,0.3108754,0.1634404,0.2366194,0.3347019,0.2495227,0.4532172,0.4380082,0.6451951,0.8163362,0.002866,0.587245,0.609038,0.6311293,0.7062861,925.0
0.7032185,0.7470102,0.815406,0.735765,0.7544058,0.5328,0.4911058,0.731238,0.7226525,0.5966866,0.6506011,0.0805809,0.106686,0.7299968,0.6575117,0.0023778,0.6791075,0.7267262,0.70967,2.18e-05,0.7445705,0.0405579,0.7970263,0.8011075,0.1492222,0.042974,0.6788187,0.6699148,0.5316198,0.7368336,0.7012057,0.6130915,0.6114412,0.1511885,0.1284563,0.0535432,0.3496287,0.1612084,0.2027362,0.217982,0.2774674,0.4793195,0.366643,0.7607649,0.7064415,0.0015643,0.5871992,0.5365052,0.475688,0.8080562,74.9995
0.655314,0.6852884,0.6649713,0.7716122,0.7352401,0.7596485,0.5857071,0.6231287,0.6790397,0.5949385,0.8216025,0.0713001,0.1165947,0.6429158,0.630785,0.0011699,0.6993546,0.6446008,0.4466751,2.2e-06,0.6713575,0.6080922,0.6903903,0.5878422,0.0240499,0.0219842,0.6130959,0.6388003,0.6657409,0.7928427,0.6166837,0.6210647,0.3942319,0.0692973,0.4753367,0.0406076,0.1457534,0.0149063,0.151339,0.3905078,0.4491258,0.428346,0.3182443,0.6259616,0.2161571,0.0017826,0.6505975,0.5693674,0.5540254,0.7007265,74.9995
0.7771264,0.7131375,0.7737257,0.7455564,0.7650264,0.6466259,0.7107227,0.6671319,0.6698088,0.5296076,0.7382876,0.0621528,0.1101211,0.6084096,0.5594317,2.03e-05,0.6744723,0.6750212,0.3542045,1.83e-05,0.6525564,0.6394595,0.6094396,0.6303819,0.0023283,0.0530769,0.6915483,0.6642015,0.6680008,0.7287513,0.8068746,0.6595371,0.5136419,0.0073271,0.5440978,0.0670815,0.0355359,0.0097714,0.2518433,0.4850562,0.4587859,0.4550445,0.1899384,0.5987206,0.1259461,0.0002328,0.6131106,0.6672126,0.6856417,0.6596425,74.9995
0.772591,0.7200629,0.608223,0.7229694,0.6960913,0.6768211,0.6470925,0.7408014,0.7254315,0.582059,0.7539769,0.0589041,0.1180629,0.7280725,0.5688048,0.0035321,0.653969,0.6921658,0.5267177,2.9e-06,0.695898,0.6587377,0.7029755,0.7023391,0.0017434,0.0652892,0.5529229,0.6343051,0.6849887,0.6822802,0.7076033,0.5507131,0.4869896,0.0007528,0.3483355,0.0331583,0.0513409,0.0017292,0.2786746,0.7051106,0.6935357,0.5934608,0.0726849,0.7121504,0.1814967,0.09211,0.3008535,0.7005651,0.5367808,0.6249774,74.9995
0.7053857,0.6577461,0.6503562,0.6691582,0.7013763,0.5995991,0.64252,0.6232046,0.639569,0.5906583,0.6387032,0.054336,0.1233952,0.7396269,0.5736009,0.0086932,0.7122721,0.7360495,0.4792357,1.77e-05,0.7747649,0.743543,0.6589927,0.6516664,0.0014868,0.0323988,0.4557162,0.6878823,0.641212,0.719597,0.7941357,0.6264425,0.5409587,0.0009679,0.3312995,0.0331249,0.0080342,5.64e-05,0.2342767,0.7160357,0.8035087,0.7427737,0.0366604,0.8378779,0.0809919,0.5064759,0.1241759,0.8023568,0.5746266,0.63423,241.6665
0.6434993,0.6351946,0.7345997,0.5458393,0.7144256,0.5756288,0.6901918,0.7309277,0.7470004,0.5232075,0.7988576,0.0984306,0.0755204,0.6221819,0.5781677,0.0058027,0.8067579,0.5213206,0.3811427,0.0020125,0.7952875,0.7519178,0.7193514,0.6927747,0.0007154,0.0461144,0.6214962,0.7002144,0.754002,0.7136247,0.6968451,0.5680584,0.5684438,0.0009414,0.3930575,0.0159926,0.0528257,0.0020559,0.2868091,0.7096382,0.6651828,0.5700466,0.0390512,0.7019072,0.1088788,0.6358451,0.0451816,0.8199408,0.5771772,0.5980346,241.6665
0.7295612,0.6563167,0.7101173,0.8061675,0.7212512,0.752872,0.5585336,0.6819763,0.6227665,0.5580528,0.6835437,0.1140032,0.1313116,0.540865,0.5761361,0.0030359,0.7979709,0.7375793,0.3112531,0.0003157,0.7457477,0.5885905,0.6284945,0.7579917,0.0002138,0.0466358,0.5417104,0.8050787,0.6521846,0.740596,0.6086844,0.5747759,0.4822146,1.75e-05,0.2915906,0.0387653,0.0232907,0.0018029,0.2519741,0.5933521,0.634193,0.6739009,0.0390978,0.6883276,0.0784093,0.6768956,0.0218841,0.7632446,0.6003725,0.6043859,241.6665
0.6450968,0.6287501,0.6656648,0.6738357,0.6078605,0.6476505,0.7066062,0.8599327,0.5941543,0.6118427,0.6432904,0.0568677,0.0920772,0.7309781,0.5424623,0.0040182,0.7487085,0.7073399,0.4844702,0.0001282,0.5570451,0.7405036,0.6147809,0.6285471,0.001689,0.0315612,0.8127392,0.6657563,0.7155418,0.6546557,0.7055073,0.6539907,0.5470089,0.0001657,0.3402594,0.048766,0.0167642,0.0003937,0.2861276,0.717112,0.6744668,0.6308791,0.0175514,0.7888276,0.0801618,0.7336408,0.0071299,0.6453533,0.5003627,0.5877515,416.66650000000004
0.6357057,0.6358645,0.6039009,0.7910709,0.6555482,0.5918063,0.7120124,0.8051939,0.6066657,0.6395498,0.6537567,0.0677131,0.0948656,0.5949818,0.6353093,0.0009598,0.6074006,0.6505959,0.4192041,0.000711,0.7477212,0.677333,0.6167024,0.7883991,0.0009147,0.0501972,0.6542195,0.7946471,0.6545387,0.7179733,0.6252252,0.5859043,0.5160032,9.92e-05,0.3577879,0.0378445,0.0204042,3.99e-05,0.2654447,0.6746737,0.4869706,0.6535863,0.0381132,0.8201458,0.1415673,0.6708936,0.0051906,0.864061,0.6494927,0.7172026,416.66650000000004
0.7550677,0.6611607,0.5972887,0.6358958,0.6920574,0.6765058,0.5817988,0.8009023,0.7527342,0.5857577,0.6944809,0.037403,0.1393765,0.6744385,0.6218017,0.0189732,0.6070951,0.7174355,0.46138,7.37e-05,0.8570806,0.6218786,0.6555502,0.7342039,1.86e-05,0.0936106,0.5416699,0.8304782,0.7508669,0.8950295,0.700902,0.6418944,0.5152234,0.0,0.3091028,0.0340841,0.0124052,0.0,0.2947323,0.6937257,0.628273,0.7908218,0.0285128,0.6738847,0.0704247,0.565487,0.0071266,0.7159903,0.6280933,0.6222789,416.66650000000004
0.5539978,0.7735388,0.5971304,0.7389354,0.6526845,0.6923361,0.5944949,0.6690883,0.5979128,0.542902,0.6583056,0.1036801,0.0786765,0.8707618,0.561836,0.0099356,0.5454165,0.6515868,0.4389476,5e-07,0.7378902,0.6290129,0.6551222,0.7681199,0.0012735,0.0319306,0.7511009,0.6549681,0.7581492,0.6448445,0.7060497,0.5657933,0.5602577,7.06e-05,0.3859034,0.034247,0.0271435,0.0,0.3129139,0.8210034,0.7566837,0.6776739,0.017351,0.7471992,0.1164854,0.736354,0.0103775,0.7247733,0.590766,0.615634,416.66650000000004
0.682833,0.7047397,0.6092978,0.6877606,0.7225494,0.7237576,0.5667078,0.7024487,0.7102309,0.5683311,0.6759002,0.0564833,0.1311921,0.6145237,0.551346,0.0100926,0.5949059,0.7206125,0.6345861,2.77e-05,0.8036011,0.0927173,0.7437463,0.6591068,0.0388553,0.0899334,0.5938926,0.7521969,0.6190313,0.7189016,0.6782025,0.6410404,0.6220342,0.0,0.1811115,0.0262445,0.2615404,0.1076284,0.4635566,0.7396302,0.6637109,0.7417282,0.0519856,0.7212545,0.5741398,0.3865445,0.2301971,0.7137128,0.618317,0.6970628,583.3335
0.6819211,0.6210142,0.5484044,0.7351296,0.7775095,0.7477294,0.593283,0.7677336,0.6519629,0.6579884,0.6893663,0.0664122,0.1209018,0.9045553,0.542244,0.0036215,0.8351626,0.706107,0.5988318,0.0,0.6478193,0.0165849,0.7567848,0.8039727,0.0665986,0.0603932,0.6069913,0.6309973,0.6886364,0.7605863,0.8086355,0.6362707,0.592101,0.0023878,0.4901525,0.0322818,0.3671928,0.1097317,0.5718693,0.7657931,0.5764548,0.5717957,0.1474019,0.6592939,0.5857863,0.0916144,0.500883,0.5884162,0.5077099,0.5787452,583.3335
0.6660472,0.6547226,0.5680256,0.6173206,0.821624,0.6877134,0.4677916,0.6073321,0.8296577,0.5833976,0.5830798,0.061652,0.1173338,0.6473369,0.6129876,0.0081979,0.6268309,0.7122263,0.7416072,0.0,0.7694342,0.0293245,0.6405766,0.8272997,0.0695451,0.0558163,0.7369859,0.5579606,0.5994223,0.7380476,0.6561439,0.5890021,0.4944021,0.0086051,0.2389913,0.0205783,0.3433943,0.1073813,0.508511,0.5670145,0.4976791,0.4050581,0.1884902,0.5923972,0.5862627,0.0300004,0.6149438,0.6974521,0.609033,0.6862787,583.3335
0.5785919,0.7007977,0.6806751,0.5543478,0.8111599,0.7668761,0.632876,0.784678,0.7517522,0.5465053,0.7482265,0.0495351,0.0834292,0.7070677,0.5748578,0.0005649,0.6955203,0.6478897,0.7089197,1.04e-05,0.8131545,0.0326535,0.7472042,0.7330009,0.1036256,0.0390853,0.7113377,0.649581,0.6399866,0.7689115,0.7681971,0.6544322,0.5026519,0.0425919,0.2462088,0.052717,0.4663129,0.1356975,0.4733069,0.5697628,0.3007114,0.4782637,0.253947,0.8609968,0.5536814,0.034443,0.6034982,0.6719894,0.4645744,0.6127226,758.3335
0.5833446,0.6098902,0.5696275,0.7871656,0.7845027,0.6196092,0.4575122,0.6167214,0.697504,0.512512,0.608847,0.05891,0.1533126,0.5866071,0.5161832,0.000489,0.6657901,0.5960415,0.7583669,6.05e-05,0.7196519,0.0530297,0.6522443,0.6568492,0.168119,0.0169206,0.6080712,0.7641505,0.5332546,0.7471553,0.8105285,0.7092046,0.6183204,0.0458578,0.1668457,0.0125645,0.3459113,0.1702228,0.350284,0.3091418,0.3354803,0.4561897,0.3094949,0.7001856,0.6379726,0.0117926,0.7607971,0.7312571,0.5257047,0.7283436,758.3335
0.5289914,0.6327415,0.6024972,0.7538239,0.7084744,0.5492064,0.5894331,0.6497308,0.5759079,0.5426198,0.6846077,0.082599,0.083199,0.6238258,0.5413651,0.0011499,0.6119341,0.7297703,0.6602244,3.2e-06,0.6846964,0.0321252,0.6927148,0.7860687,0.1341929,0.0388632,0.6334111,0.5335712,0.6445141,0.6553371,0.6561551,0.5738133,0.7146423,0.1996358,0.0689101,0.0204847,0.4035664,0.2470206,0.251367,0.3347241,0.2132926,0.3900263,0.3564058,0.6150149,0.6630033,0.0,0.7210347,0.6235365,0.7258322,0.6423954,758.3335
0.7031896,0.7486454,0.6173075,0.7425146,0.7191649,0.6007455,0.5935052,0.7090963,0.6941305,0.4930213,0.628726,0.1445834,0.1367778,0.7635951,0.4855465,0.0028689,0.5899138,0.6675546,0.8210659,0.0001567,0.522263,0.0325527,0.6562964,0.715219,0.0977125,0.0222869,0.6604747,0.6045616,0.4490428,0.7154549,0.6574197,0.5104385,0.6496342,0.2809692,0.0320228,0.0326838,0.4218477,0.2928508,0.2009402,0.3311681,0.1919306,0.2678068,0.4033384,0.6670233,0.7500289,0.0031872,0.6482607,0.5751152,0.6987178,0.6778559,758.3335
0.5689335,0.788114,0.6292767,0.7394808,0.7006875,0.583492,0.6985834,0.5772856,0.6480614,0.4761895,0.6661462,0.0686469,0.1092287,0.6373858,0.5889315,0.0005502,0.6854811,0.6749941,0.7836256,0.0006313,0.6225119,0.0427392,0.6521161,0.6365843,0.1293901,0.0340841,0.5960464,0.6436789,0.5353833,0.5938785,0.7845696,0.6627063,0.5982989,0.3239501,0.1310268,0.0363432,0.4183778,0.2108675,0.1345522,0.2995984,0.2144755,0.3251553,0.3526392,0.6909502,0.6401357,0.0092374,0.5765415,0.6685096,0.6543634,0.7952185,925.0
0.8035883,0.6685772,0.7389442,0.631694,0.7474283,0.5186815,0.5761247,0.6754966,0.7140406,0.6045651,0.7500811,0.1079907,0.1739905,0.7740986,0.5022042,0.0015427,0.7060216,0.7723885,0.7064538,0.0,0.6870929,0.051176,0.7146001,0.8078655,0.0959427,0.0482822,0.5162822,0.7032977,0.5883102,0.6504526,0.7810082,0.5576987,0.6371096,0.2654816,0.0797629,0.0298461,0.4987699,0.1425563,0.1476205,0.275167,0.2103073,0.3750916,0.3978934,0.7372532,0.7127665,0.0068536,0.7354185,0.7218852,0.766642,0.5934075,925.0
0.6213935,0.6870825,0.6340572,0.5788708,0.7839471,0.754454,0.5025638,0.7524871,0.7442382,0.5872643,0.6341893,0.0690444,0.1360979,0.692522,0.5286032,0.0013082,0.6954755,0.6663969,0.6617452,0.0018092,0.6467374,0.0514698,0.7248986,0.6512317,0.127676,0.0617235,0.4588652,0.6253277,0.5598949,0.6798654,0.7282277,0.5246915,0.5853803,0.1810154,0.1415316,0.0234042,0.3978206,0.1540313,0.1400285,0.2876317,0.2527815,0.4667856,0.3700302,0.7034415,0.7325727,0.0038054,0.5768259,0.6664244,0.6327074,0.5998989,925.0
0.7059804,0.6235833,0.6395811,0.6971493,0.793967,0.6350284,0.6119513,0.7449671,0.6974384,0.5585562,0.7976962,0.0657752,0.1326611,0.6411332,0.5883945,0.0051627,0.8883158,0.619441,0.5729183,9.8e-06,0.741103,0.0520337,0.7725009,0.6298453,0.122264,0.0565483,0.6632673,0.8003601,0.5768868,0.7927874,0.6811947,0.6067834,0.6227317,0.1740363,0.1309912,0.0373697,0.3218078,0.1417234,0.1852659,0.2978661,0.2605309,0.3024528,0.388214,0.7576115,0.7827419,0.0040291,0.7241126,0.6487486,0.5131319,0.5937162,74.9995
0.6515472,0.7005912,0.760758,0.5160698,0.7062282,0.6682125,0.6256853,0.6651531,0.7075638,0.5064903,0.6905622,0.018946,0.1193368,0.7656247,0.5256816,0.0020321,0.6811994,0.5436072,0.730183,9.5e-06,0.6611363,0.0499579,0.7341917,0.8091933,0.0462581,0.0352524,0.6883192,0.7339713,0.5320173,0.7681166,0.6352723,0.53412,0.5102387,0.2264537,0.1922175,0.0037587,0.3607545,0.218006,0.2727387,0.3200645,0.3335771,0.4507671,0.3282523,0.5382491,0.6063347,0.0036301,0.6137055,0.5980256,0.6141496,0.3131102,74.9995
0.8209156,0.6802994,0.6581352,0.6586065,0.6836484,0.6214533,0.6165147,0.5725151,0.6699769,0.558478,0.7362166,0.0180644,0.1540934,0.8377332,0.6856217,0.002213,0.6813588,0.5866856,0.6614909,0.0001381,0.6188356,0.1837809,0.6948059,0.7525124,0.018001,0.0513567,0.7267154,0.6598753,0.5366094,0.8543621,0.6161904,0.6276932,0.5557491,0.2544783,0.2882384,0.0005164,0.3843427,0.1195141,0.3543428,0.3594099,0.3508706,0.5462778,0.2647356,0.7445758,0.6600801,0.0058424,0.6463036,0.7527287,0.6749551,0.2502665,74.9995
0.5958404,0.685206,0.5835827,0.6550526,0.6105598,0.5853634,0.5231097,0.6892647,0.6490174,0.6543888,0.6063406,0.0085761,0.110503,0.635143,0.4847407,0.0032624,0.6886146,0.7496196,0.6521253,0.0003461,0.7571337,0.0977443,0.6739085,0.6002368,0.005058,0.0462824,0.7337322,0.8009299,0.6990402,0.8243033,0.6153888,0.5893284,0.5786127,0.2090467,0.3215138,0.0005425,0.3081892,0.1167792,0.3293079,0.3098365,0.4944605,0.5348591,0.2724071,0.6963486,0.6190949,0.0066211,0.6394682,0.6950607,0.5779748,0.1923704,74.9995
0.6580326,0.6675478,0.6189693,0.6035894,0.8107518,0.6408582,0.50982,0.7142533,0.6958425,0.5753511,0.5542793,0.0113094,0.1664081,0.6122875,0.5767336,0.000926,0.6231098,0.6763837,0.7175555,3.7e-06,0.7503728,0.0618984,0.6020651,0.68369,0.0228253,0.0585354,0.6977201,0.5879711,0.7068244,0.7439626,0.7267771,0.5698773,0.4599791,0.2690809,0.3862772,0.0011537,0.3899877,0.1168466,0.3227999,0.3256157,0.3697872,0.4990316,0.3330937,0.7633021,0.7042579,0.0042348,0.652611,0.5490465,0.5299503,0.1905674,241.6665
0.6970003,0.6263839,0.6246664,0.6254407,0.6706386,0.7346037,0.5365766,0.7442519,0.6355119,0.526134,0.7251132,0.0087673,0.0894603,0.6409217,0.5903267,0.0019194,0.7532247,0.6546561,0.7119006,0.0012895,0.6340971,0.0837939,0.6570411,0.6345611,0.0050658,0.0475859,0.6466407,0.736356,0.6593258,0.8001938,0.724893,0.5774806,0.423292,0.2403008,0.4492626,0.0037672,0.3281752,0.1056306,0.4957324,0.3837591,0.3784564,0.5234365,0.3852477,0.6837137,0.6134404,0.0057106,0.7698982,0.6415503,0.5793214,0.2252409,241.6665
0.6311829,0.7497723,0.7115858,0.6967322,0.6482495,0.558971,0.5398207,0.784827,0.6880558,0.612008,0.6002682,0.0311822,0.1891174,0.6598665,0.5731606,0.0106129,0.6500415,0.8052657,0.6289324,0.0003793,0.6641626,0.1184594,0.7687336,0.6399677,0.0019913,0.0913653,0.5961799,0.6203576,0.6601772,0.7517247,0.5789104,0.5565408,0.3536676,0.227951,0.4281597,0.0003608,0.4250625,0.132694,0.3720797,0.2561626,0.3655349,0.4088042,0.3030537,0.6394098,0.6746287,0.0027924,0.640958,0.6940404,0.534047,0.2145754,241.6665
0.5410648,0.8007786,0.6783237,0.674937,0.7554582,0.6478848,0.5139885,0.6401838,0.7277377,0.6512271,0.6350546,0.0270025,0.1016029,0.5884978,0.5846524,0.0030238,0.625287,0.6297997,0.5934265,0.000301,0.6628189,0.0811747,0.5906432,0.6666078,0.000844,0.0393792,0.5897392,0.6951079,0.6989041,0.6204044,0.7673651,0.5402062,0.6417757,0.1956567,0.3749901,0.0011542,0.4600466,0.2573814,0.2833211,0.2877205,0.2713317,0.4582558,0.3285997,0.7302409,0.6391847,0.0048773,0.6740749,0.7883141,0.6269442,0.2182317,416.66650000000004
0.7154569,0.6174439,0.6616194,0.7573315,0.5932502,0.6513717,0.6292847,0.5689976,0.8030054,0.5831085,0.6106615,0.0232622,0.0693086,0.6702132,0.5241122,0.0,0.6605688,0.6863202,0.6483252,0.0026348,0.6921747,0.1460797,0.7321303,0.7222221,0.0080882,0.034496,0.6557596,0.7514239,0.7247455,0.9204828,0.6651308,0.5648264,0.6100184,0.2988769,0.2649754,0.0012037,0.4251524,0.1340168,0.2974254,0.3015655,0.2860153,0.3884347,0.3552333,0.6614131,0.6074345,0.0057481,0.7896876,0.7270627,0.5773072,0.2357819,416.66650000000004
0.6378081,0.5502948,0.6859936,0.7001874,0.6501953,0.6650403,0.5788479,0.6740309,0.7207632,0.5458835,0.6292761,0.0165891,0.1122947,0.6548981,0.5937033,0.0011545,0.8161574,0.7410671,0.6694955,0.0021579,0.7205113,0.0966766,0.7465961,0.7106654,0.005659,0.0530731,0.6615394,0.6502884,0.7276824,0.6592043,0.679219,0.5744111,0.4325724,0.1772117,0.3796639,0.0049397,0.3825986,0.1683023,0.3114051,0.2803509,0.2671215,0.4674155,0.2803445,0.6365708,0.642163,0.0045506,0.6106605,0.7744776,0.616505,0.1736998,416.66650000000004
